uid,title,description,long_description,begin,end,location_name,location_city,location_address,origin_agenda
31891604,Dans les coulisses de l’Auditorium-Orchestre national de Lyon_visites libres,Découvrez les coulisses et parties techniques du bâtiment qui abrite l’Orchestre national de Lyon et ses 104 musiciennes et musiciens. Ces visites libres donnent exceptionnellement accès aux espaces …,"Découvrez les coulisses et parties techniques du bâtiment qui abrite l’Orchestre national de Lyon et ses 104 musiciennes et musiciens. Ces visites libres donnent exceptionnellement accès aux espaces techniques du bâtiment : grill technique, fosse, scène, coulisses, dégagements… Un livret est remis à chaque visiteur pour accompagner la déambulation d’explications et d’anecdotes.  
Durée : 1h",2026-09-19 13:30:00+02:00,2026-09-19 16:30:00+02:00,Auditorium Maurice-Ravel,Lyon,"149 rue Garibaldi, 69003 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
65333542,Parcours pédagogique sur le traitement et la valorisation énergétique des déchets,La Métropole propose un parcours pédagogique à l’Unité de Traitement et de Valorisation Énergétique des déchets (UTVE) située à Rillieux-la-Pape. L'objectif est de mieux comprendre le cycle de vie et…,"La Métropole propose un parcours pédagogique à l’Unité de Traitement et de Valorisation Énergétique des déchets (UTVE) située à Rillieux-la-Pape. L'objectif est de mieux comprendre le cycle de vie des déchets, et son intégration dans une économie circulaire. Au travers de visites guidées, gratuites, sur inscription, et organisées tout au long de l'année, les visiteurs se plongent dans ce parcours immersif d'une durée de 2 heures, pour découvrir, de manière ludique et pédagogique, les différents modes de traitement des déchets et la façon dont la Métropole s'emploie à leur valorisation. Ce parcours permet également d'appréhender le fonctionnement global du site industriel, grâce à un espace pédagogique dédié et une visite de la salle de commande. Celle-ci constitue l’un des points d’orgue de la visite et fait prendre conscience du volume de déchets que nous produisons ainsi que de la dimension hautement technologique de l'installation de valorisation énergétique. Le parcours est aussi agrémenté de différents jeux interactifs, portant sur la valorisation des déchets ou permettant de tester ses connaissances acquises au cours de la visite. Il donne enfin l'occasion de découvrir, via des films pédagogiques, ce qu'est l'économie circulaire, ou de suivre le cycle de vie du déchet, depuis sa production jusqu'à sa valorisation.  
Le saviez-vous ? Les UTVE de la Métropole de Lyon sont des outils industriels participant à la réduction de l’empreinte carbone du territoire. La Métropole dispose de 2 Unités de Traitement et de Valorisation Énergétique des déchets (l’une est située à Gerland et l’autre à Rillieux-la-Pape). À elles deux, plus de 400 000 tonnes de déchets sont ainsi traitées et valorisées chaque année. Les équipements permettent de capter de l’énergie issue du traitement de ces déchets, laquelle est ensuite redistribuée sous forme d’énergie. Ainsi, chaque année, les deux usines permettent de fournir de l’électricité pour 24 000 foyers et du chauffage pour 40 000 logements. L’Unité de Rillieux-la-Pape vient d’être modernisée. Désormais, elle met à disposition du réseau de chauffage urbain 30% de chaleur supplémentaire en traitant la même quantité de déchets, réduisant ainsi encore davantage l’empreinte carbone du territoire.",2026-09-19 13:30:00+02:00,2026-09-19 15:30:00+02:00,Unité de Traitement et Valorisation Energétique de Rillieux-la-Pape,Rillieux-la-Pape,2870 Avenue de l'Europe 69140 Rillieux la Pape,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
89117814,Conférence : 90 ans du Front Populaire,90 Ans du Front Populaire,"**90 Ans du Front Populaire**  
Conférence animé par Pierre Coquan, Président de Institut d'Histoire Social CGT et membre du Comite d'Histoire et Mémoire de la Ville de Lyon.",2026-09-19 13:30:00+02:00,2026-09-19 15:00:00+02:00,La Bourse du travail,Lyon,"Place Guichard, 69003 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
3129940,Visite guidée de l'Eglise du Vieux Collonges,Visite guidée dz la plus vieille eglise de la commune,"Visite guidée dz la plus vieille eglise de la commune  
Concert de chansons sacrées le domanche à 17 h",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Eglise Saint Nizier du Vieux Collonges,Collonges-au-Mont-d'Or,Le Vieux Collonges - 69660 Collonges-au-Mont-d'Or,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
12554060,visite guidée de l'église,métro Hôtel de ville,Visite commentée de l'église,2026-09-19 14:00:00+02:00,2026-09-19 19:00:00+02:00,Eglise Notre-Dame-Saint-Vincent,Lyon,57 quai Saint Vincent 69001 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
11617447,La tour du télégraphe Chappe,"Visite commentée de la Tour du télégraphe Chappe (1794-1852, télégraphe optique) : diaporama et mécanisme Chappe, morse. Aujourd'hui inscrite au registre des Monuments historiqus, la tour Chappe au à…","Visite commentée de la Tour du télégraphe Chappe (1794-1852, télégraphe optique) : diaporama et mécanisme Chappe, morse. Aujourd'hui inscrite au registre des Monuments historiqus, la tour Chappe était intégrée au réseau de télégraphes reliant Lyon à Toulon. Outre la disparition de son mécanisme, c'est la seule tour restée intacte de la liaison.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Tour du télégraphe,Sainte-Foy-lès-Lyon,"2 Mnt de la Chapelle, 69110 Sainte-Foy-lès-Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
30027884,"Bon pied, bon oeil (derniers jours)",Cette exposition présente une partie des moulages en plâtre de l’École nationale des Beaux-Arts de Lyon déposés au MuMo. Ils sont illustrés par de nombreuses reproductions dessinées par plusieurs et…,Cette exposition présente une partie des moulages en plâtre de l’École nationale des Beaux-Arts de Lyon déposés au MuMo. Ils sont illustrés par de nombreuses reproductions dessinées par plusieurs générations d’élèves et de professeurs de l’École des beaux-arts.,2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Musée des Moulages,Lyon,"87, cours Gambetta, 69003 Lyon, Métropole de Lyon, Auvergne-Rhône-Alpes",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
40007140,Denouer Noeudville – jeu de piste patrimonial,"Découverte ludique des endroits inédits, des pépites patrimoniales, des coins imprégnés d’histoire","Découverte ludique des endroits inédits, des pépites patrimoniales, des coins imprégnés d’histoire  
Samedi 19/9, 14h – 18h, dimanche 20/9, 10h – 12h et 14h – 18h  
Questionnaires disponibles dans la cour de la Mairie – résultats après les JEP",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Hôtel de Ville de Neuville-sur-Saône,Neuville-sur-Saône,"Place du 8 mai 1945, 69250 Neuville-sur-Saône",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
54986507,A la découverte du Musée des Moulages !,"Inauguré en 1899 au sein de la Faculté des lettres de l’université de Lyon, le Musée des Moulages est aujourd’hui installé dans un ancien local industriel du 3e arrondissement. Initialement dévolu à …","Inauguré en 1899 au sein de la Faculté des lettres de l’université de Lyon, le Musée des Moulages est aujourd’hui installé dans un ancien local industriel du 3e arrondissement. Initialement dévolu à l’enseignement de l’histoire de l’art et de l’archéologie, il est aujourd’hui également un lieu de médiation et de diffusion des savoirs ouvert sur la cité.  
Son exceptionnelle collection rassemble près de 1600 moulages en plâtre, copies fidèles et grandeur nature de célèbres rondes-bosses, bas-reliefs et statuettes. Elle est le reﬂet de l’évolution de la sculpture occidentale depuis la Grèce archaïque jusqu’au XIXe siècle.  
Cette visite d'environ 45 minutes propose une explication des techniques de moulages, de l'histoire du musée, et explore quelques statues choisies dans le parcours permanent.  
**Départ de visiteà 14h30, 15h30 et 16h30, samedi 19 et dimanche 20 septembre.**",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Musée des Moulages,Lyon,"87, cours Gambetta, 69003 Lyon, Métropole de Lyon, Auvergne-Rhône-Alpes",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
66082103,"Plongée dans les sociétés antiques, médiévales et Renaissance","Le Musée des Moulages de l’Université Lumière Lyon 2 inaugure à l'occasion des Journées du Patrimoine une nouvelle visites audio, à écouter sur son smartphone. ).","Le Musée des Moulages de l’Université Lumière Lyon 2 inaugure à l'occasion des Journées du Patrimoine une nouvelle visites audio, à écouter sur son smartphone. ).  
Cette visite propose de suivre le fil rouge de l’évolution du traitement du corps humain dans l’art grec, romain, médiéval et moderne. Grâce à la sélection de quelques-unes des plus belles statues de tous les temps, les visiteurs pourront découvrir et comprendre, leurs particularités,leur utilité, et leur signification historique, sociale et intellectuelle.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Musée des Moulages,Lyon,"87, cours Gambetta, 69003 Lyon, Métropole de Lyon, Auvergne-Rhône-Alpes",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
67271014,Fermez les yeux…et jouez à cache-cache avec les oeuvres,Nous vous proposons un jeu en binôme qui vous fera découvrir les œuvres autrement.,"Nous vous proposons un jeu en binôme qui vous fera découvrir les œuvres autrement.  
Le principe est simple : Mettez un bandeau sur les yeux. Votre binôme vous décrira un moulage pendant que vous explorez avec les mains sa reproduction à taille réduite. Ensuite, vous sortez de la pièce, vous écrivez tout ce dont vous vous rappelez de l’œuvre touchée et vous devez la retrouver dans la salle d’exposition.  
Au-delà d’une approche ludique, ce jeu inaugure notre projet de médiation pour les personnes déficientes visuelles et propose un accès sensoriel à notre collection.  
Nous espérons que vous vous laisserez tenter par cette expérience !",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Musée des Moulages,Lyon,"87, cours Gambetta, 69003 Lyon, Métropole de Lyon, Auvergne-Rhône-Alpes",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
77452149,La colère des dieux,"Le Musée des Moulages de l’Université Lumière Lyon 2 inaugure à l'occasion des Journées du Patrimoine une nouvelle visites audio, à écouter sur son smartphone. Intitulée « La colère des Dieux », elle…","Le Musée des Moulages de l’Université Lumière Lyon 2 inaugure à l'occasion des Journées du Patrimoine une nouvelle visites audio, à écouter sur son smartphone. Intitulée « La colère des Dieux », elle illustre à partir de quelques statues bien choisies de l’art grec, toutes les émotions que le panthéon grec peut manifester. La colère, la vengeance, le sentiment amoureux sont au cœur de ces récits et les œuvres montrées en traduisent à la fois la force et une forme de beauté universelle et intemporelle.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Musée des Moulages,Lyon,"87, cours Gambetta, 69003 Lyon, Métropole de Lyon, Auvergne-Rhône-Alpes",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
82831509,VISITE GUIDÉE Église Sainte-Jeanne d'Arc,Journées européennes du patrimoine,"**Église Sainte-Jeanne d’Arc à Vénissieux : un patrimoine à découvrir**
-----------------------------------------------------------------------

### _**Inscrite à l'inventaire supplémentaire des Monuments historiques depuis juin 2006**_

### Localisation : Quartier de Parilly, Vénissieux, rue Jeanne Labourbe

**Architecte : Joanny Verger**  
**Construction : Entre 1931 et 1933**  
**Un lieu chargé d’Histoire**  
L’Église Sainte-Jeanne d’Arc, bien que modeste dans son architecture, se distingue par l’histoire de sa construction. **Érigée en 1933 par les ouvriers de l’usine Berliet, elle est le fruit du travail d’une communauté d’émigrés, principalement espagnols et italiens. Berliet a été l’un des principaux donateurs**. Il a joué un rôle clé en permettant à ses employés de bâtir cet édifice pendant leurs heures de travail.  
**Des vitraux uniques**  
L’originalité de cette église, ce sont ses vitraux, **réalisés par le maître verrier belge Théodore Gérard Hanssen,** connu pour avoir également conçu des vitraux pour la basilique du Sacré-Cœur de Paris et de nombreux autres dans le monde. Ces œuvres d’art représentent la Sainte Famille dans le contexte du milieu ouvrier de Berliet. Leur qualité artistique a grandement contribué à la reconnaissance de l’église comme un patrimoine d’exception.  
**Un Chemin de Croix lithographique**  
Le chemin de croix lithographique, œuvre d’**Alexandre Grellet,** complète l’ensemble artistique de l’église, ajoutant une dimension spirituelle à ce lieu de culte.  
En visitant l’église Sainte-Jeanne d’Arc, vous aurez l’opportunité de plonger dans l’histoire de Vénissieux et de découvrir l’importance de cet édifice dans le paysage local. Pour les Journées européennes du patrimoine, des visites guidées vous permettront d’en apprendre davantage sur son architecture, ses vitraux et son histoire.  
L’église Sainte-Jeanne d’Arc vous attend pour une expérience enrichissante !",2026-09-19 14:00:00+02:00,2026-09-19 17:00:00+02:00,Eglise Sainte-Jeanne d'Arc,Vénissieux,"rue Jeanne Labourbe, Vénissieux",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
85415871,"Exposition  ""80ème anniversaire du parrainage du village de Bezange-La-Petite (Moselle) par la ville d'Irigny","Suite à la destruction du village en septembre 1944, lors de l'avancée des alliés, la Ville d'Irigny a parrainé, en 1946, le village de Bezange-La-Petite, afin de l'aider à se reconstruire et venir à…","Suite à la destruction du village en septembre 1944, lors de l'avancée des alliés, la Ville d'Irigny a parrainé, en 1946, le village de Bezange-La-Petite, afin de l'aider à se reconstruire et venir en aide à ses habitants.  
A l'occasion du 80eme anniversaire du parrainage du village de Bezange-La-Petite par la ville d'Irigny, l'association pour le Patrimoine propose une exposition photos des moments forts de ce parrainage.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Maison du Patrimoine Irigny,Irigny,16 rue du 8 mai 1945 - 69540 IRIGNY,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
92437215,Le Clos du Nymphée dans le parc d'Ombreval,"Découvrez le Nymphée du parc du château d'Ombreval, un ancien pavillon en forme de grotte pour le rafraîchissement après la promenade, avec l'association Neuville Histoire & Patrimoine.","Découvrez le Nymphée du parc du château d'Ombreval, un ancien pavillon en forme de grotte pour le rafraîchissement après la promenade, avec l'association Neuville Histoire & Patrimoine.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Le Nymphée dans le Parc Ombreval,Neuville-sur-Saône,69250 Neuville-sur-Saône,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
98256401,"Château d'Ombreval, le jardin d'Arc et l'allée des Charmilles","Visite de la cour, des sous-sols (photo) du château ainsi que de l'allée des Charmilles avec Neuville Histoire & Patrimoine.","Visite de la cour, des sous-sols (photo) du château ainsi que de l'allée des Charmilles avec Neuville Histoire & Patrimoine.  
Le Château d’Ombreval est l’un des symboles de l’expansion de Neuville-sur-Saône au XVIIème siècle sous l’impulsion de Camille de Neuville de Villeroy.  
Depuis 1961, le château est devenu l’Hôtel de Ville de Neuville-sur-Saône et les anciens jardins un parc ouvert aux habitants, agrémentés de bassins et de jeux pour enfants, et dans lequel se déroulent de nombreuses animations tout au long de l’année.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Hôtel de Ville de Neuville-sur-Saône,Neuville-sur-Saône,"Place du 8 mai 1945, 69250 Neuville-sur-Saône",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
99118739,Exposition du papier peint panoramique Pignet,"Venez découvrir ce lieu méconnu abritant un papier peint panoramique du ""Chemin de fer de Saint-Etienne à Lyon"".","Venez découvrir ce lieu méconnu abritant un papier peint panoramique du ""Chemin de fer de Saint-Etienne à Lyon"".  
Ce dernier date de 1840 et est attribué à la manufacture Pignet.",2026-09-19 14:00:00+02:00,2026-09-19 17:30:00+02:00,Pavillon Pignet,Saint-Genis-Laval,"116 avenue Georges Clémenceau, Saint-Genis-Laval, 69230",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
831750,Exposition : Textiles anciens,Journées européennes du patrimoine,"Visite guidée de l’exposition dédiée au textile, patrimoine lyonnais incontournable en présence de notre expert.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,De Baecque et Associés,Lyon,"70, rue Vendôme",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
1945204,Maison de ventes aux enchères : Portes ouvertes,Journées européennes du patrimoine,"Visite guidée de la maison de ventes : présentation de la salle des ventes, et du métier de commissaire-priseur.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,De Baecque et Associés,Lyon,"70, rue Vendôme",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
68668164,Zones humides pour la vie,"Là où il y a de l’eau, il y a de la vie. Plongez au cœur des milieux d’eau douce et découvrez un monde incroyable !","Là où il y a de l’eau, il y a de la vie. Plongez au cœur des milieux d’eau douce et découvrez un monde incroyable !  
Des grenouilles aux flamants roses, l’eau douce abrite une incroyable biodiversité. Venez découvrir les animaux qui dépendent des zones humides du Parc zoologique de Lyon dans le cadre de la campagne Wetlands for Life.",2026-09-19 14:00:00+02:00,2026-09-19 15:00:00+02:00,Parc zoologique de Lyon Parc de la Tête d'or,Saint-Genis-Laval,avenue des belges 69006 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
76145246,"Ateliers ""Parents-enfants"" construisez le patrimoine en brique Légo","Participez à des ateliers encadrés où chaque binôme parent-enfant réalisera des créations exclusives Bricks 4 Kidz autour du thème de l'architecture et du patrimoine, en France et dans le monde.","Participez à des ateliers encadrés où chaque binôme parent-enfant réalisera des créations exclusives Bricks 4 Kidz autour du thème de l'architecture et du patrimoine, en France et dans le monde.  
Au programme :Tour Eiffel, Arc de Triomphe, et bien d'autres encore !",2026-09-19 14:00:00+02:00,2026-09-19 17:00:00+02:00,Mairie de Caluire et Cuire,Caluire-et-Cuire,Place du Docteur Dugoujon 69300 Caluire et Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
50900191,Visite guidée de la Maison des Canuts et de l'atelier Mattelon,Journées européennes du patrimoine,"Plongez dans l'atelier de la Maison des Canuts pour assister à une démonstration sur métier à bras du XIXème siècle, puis à une conférence dans laquelle sont explicités les enjeux auxquels est confronté le textile aujourd'hui. Une vision globale sur l'évolution des savoir-faire de la soie depuis l'époque de Louis XIV, jusqu'à aujourd'hui.  
La visite se poursuit en découvrant l'Atelier Mattelon : classé Monument Historique, découvrez le dernier atelier familial du quartier, conservé dans son jus depuis 1878 !",2026-09-19 14:00:00+02:00,2026-09-19 16:30:00+02:00,Maison des canuts,Lyon,"10, Rue d'Ivry, 69004 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
2131834,Visite libre et visite commentée des vitraux,Accueil et visite libre de l'église,"Accueil et visite libre de l'église  
Visite commentée de l'orgue et des vitraux",2026-09-19 14:00:00+02:00,2026-09-19 16:00:00+02:00,Eglise Saint Sacrement,Lyon,15 rue Etienne Dolet 69003 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
68765193,Atelier d'initiation au cyanotype - festival MUSIC'LY,Journées européennes du patrimoine,"Le cyanotype est une technique photographique inventée au XIXe siècle, qui permet de créer des images d'un bleu profond à l’aide de la lumière du soleil et de produits photosensibles. On l’applique sur du papier, du tissu ou même du bois, pour révéler des compositions florales, des objets ou photos... comme par magie ! Accessible, durable et sans besoin de chambre noire, le cyanotype mêle créativité manuelle et découverte scientifique.  
A partir de 8 ans.",2026-09-19 14:00:00+02:00,2026-09-19 16:00:00+02:00,UCLy - Université Catholique de Lyon,Lyon,10 place des archives 69002 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
97383765,Découverte du Parc zoologique de Lyon,Ne ratez pas cette occasion de découvrir autrement les pensionnaires du Parc zoologique. Un rendez-vous incontournable !,"Ne ratez pas cette occasion de découvrir autrement les pensionnaires du Parc zoologique. Un rendez-vous incontournable !  
De la Plaine africaine aux Forêts d’Asie, en passant par les enclos des primates, loutres et même les bassins des tortues, laissez-vous guider pour explorer chaque recoin du parc.",2026-09-19 14:00:00+02:00,2026-09-19 15:30:00+02:00,Parc zoologique de Lyon Parc de la Tête d'or,Saint-Genis-Laval,avenue des belges 69006 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
57530167,À la découverte du premier théâtre flottant,"Visite du premier théâtre flottant d'Europe, sa construction, sa mise à l'eau et son convoyage hors norme. Découverte de ses espaces de théâtre unique avec leurs scènes ""dans le Rhône"" et de ses de à…","Visite du premier théâtre flottant d'Europe, sa construction, sa mise à l'eau et son convoyage hors norme. Découverte de ses espaces de théâtre unique avec leurs scènes ""dans le Rhône"" et de ses activités de spectacle vivant accessible à tous les publics dès 3 mois.",2026-09-19 14:00:00+02:00,2026-09-19 17:30:00+02:00,Théâtre L'Île Ô,Lyon,"Berge Bertha Von Suttner, 69007 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
25795323,Visite guidée du Bois de la Caille,Bois de la caille,"Bois de la caille  
Le Bois de la Caille, mêlant environnement urbain et zones boisées anciennes, constitue un site remarquable et stratégique pour la préservation des chauves-souris.",2026-09-19 14:00:00+02:00,2026-09-19 15:30:00+02:00,Bois de la Caille,Caluire-et-Cuire,8 rue de la Caille 69300 Caluire et Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
50662098,Atelier sculpture au papier maché - festival MUSIC'LY,Journées européennes du patrimoine,"Donnez corps à votre imaginaire en explorant la technique du papier mâché et le travail de la matière.  
A partir de 10 ans.",2026-09-19 14:00:00+02:00,2026-09-19 16:00:00+02:00,UCLy - Université Catholique de Lyon,Lyon,10 place des archives 69002 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
3945501,Escape Game Historique au Moulin-à-Vent avec Viniciacum,"• Lieu de départ : Place Ennemond Romand, à côté de l'église (En cas de pluie : École primaire du Moulin-à-Vent).","• Lieu de départ : Place Ennemond Romand, à côté de l'église (En cas de pluie : École primaire du Moulin-à-Vent).  
• Lieu d'arrivée : École Ernest-Renan.  
L'association Viniciacum et la troupe « Vénissieux en scène » vous invitent à un parcours immersif de 3 km au cœur du quartier du Moulin-à-Vent. Muni d'un carnet de route (adulte ou enfant), vous devrez résoudre des énigmes, décoder des messages et manipuler des codex tout en croisant des personnages hauts en couleur. De l'architecte Émile Chollat à l'usine Tubize, en passant par le Père Gilou, le château de Champagneux et la piscine intercommunale, préparez-vous à une aventure en plein air palpitante où le passé vient directement à votre rencontre !  
Départ en continu. Gratuit, sans réservation. Constitution des équipes (10 à 20 personnes) directement sur place. Tout public (parcours adaptés pour adultes et enfants).",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,"Place Ennemond Romand, 69200 Vénissieux",Vénissieux,Place Ennemond Romand,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
52040988,Ouverture de saison - journée du patrimoine,Le Centre Culturel ouvre ses portes exceptionnellement le samedi,"Le Centre Culturel ouvre ses portes exceptionnellement le samedi  
19 septembre après-midi pour les Journées Européenne du Patrimoine 2026.  
Le Polaris de Corbas vous propose deux visites d’une heure à 14h et à 15h : rencontre de l’équipe, visite du théâtre et de ses coulisses avec la complicité  
de nos artistes associés : le collectif le Bleu d’Armand et la compagnie Stylistik. !",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Le Polaris,Corbas,5 avenue de corbetta 69960 Corbas,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
73079955,Visites commentées du SEIZE,"Venez découvrir le nouveau lieu d'exposition immersif, mis en place par le Street Art Rillieux. L’artiste Veks Van Hillik invite des artistes de la scène nationale et belge du street art et du à avec…","Venez découvrir le nouveau lieu d'exposition immersif, mis en place par le Street Art Rillieux. L’artiste Veks Van Hillik invite des artistes de la scène nationale et belge du street art et du lowbrow à créer avec lui un cabinet de curiosité artistique dans les sous-sol d’un immeuble de Rillieux-la-Pape. Chaque artiste a interprété à sa manière le cabinet de curiosité par le biais de diverses techniques : installations, sculptures, peintures…",2026-09-19 14:00:00+02:00,2026-09-19 15:00:00+02:00,Le Seize,Rillieux-la-Pape,16 avenue du Mont-Blanc 69140 Rillieux-la-Pape,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
73803105,"Visite de l’Espace Théodore Monod, un projet architectural au service de la cité","Visite de l’Espace Théodore Monod, un projet architectural au service de la cité","Visite de l’Espace Théodore Monod, un projet architectural au service de la cité  
Saviez-vous que le premier temple protestant jamais construit à Lyon était rond ?  
Le temple de l’Espace Théodore Monod n’est pas rond. Mais il a aussi une belle charpente.  
L’Espace Monod accueille trois églises protestantes de la Fédération Protestante de France. Ces églises Luthéro-réformée, Adventiste et Malgache sont issues de la Réforme du XVIe siècle, inspirée par Martin Luther puis Jean Calvin.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Espace protestant Théodore Monod,Vaulx-en-Velin,"22 Rue Romain Rolland, 69120 Vaulx-en-Velin",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
77274200,Visite insolite au coeur du quartier de la Saulaie,"Venez vivre un moment festif et insolite au coeur du quartier de la Saulaie. Entre patrimoine industriel, friches et culture, plongez dans l’ambiance singulière d’un lieu en pleine métamorphose.","Venez vivre un moment festif et insolite au coeur du quartier de la Saulaie. Entre patrimoine industriel, friches et culture, plongez dans l’ambiance singulière d’un lieu en pleine métamorphose.  
Guidées par Éloïse de Lyon Insolite, habitante du quartier et conteuse urbaine, ces balades vous invitent à découvrir le quartier autrement entre histoire et projet urbain.",2026-09-19 14:00:00+02:00,2026-09-19 18:00:00+02:00,Parc de la Saulaie,Oullins,"avenue edmond locard, 69600 Oullins",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
87036,Balade urbaine,Journées européennes du patrimoine,"BALADES URBAINES pour découvrir Neuville intra-muros en arpentant les rues avec votre appareil photos - photographier un lieu qui vous inspire et envoyez votre photos à l'adresse mail suivante : [neuvillepatrimoine@gmail.com](mailto:neuvillepatrimoine@gmail.com)  
Un tirage au sort permettra au 3 selectionnés de gagner un livret sur les transports ou sur Neuville au fil du temps!",2026-09-19 14:00:00+02:00,2026-09-19 15:30:00+02:00,Hôtel de Ville de Neuville-sur-Saône,Neuville-sur-Saône,"Place du 8 mai 1945, 69250 Neuville-sur-Saône",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
47385615,L'église de l'Immaculée Conception et son Orgue,"les organistes de la Paroisse présente l’orgue Pierre Saby (14/16 II/P) installé en octobre 2000. Ils proposent une histoire de la facture d’orgue à travers les siècles, celle de l’orgue de l’église…","les organistes de la Paroisse présente l’orgue Pierre Saby (14/16 II/P) installé en octobre 2000. Ils proposent une histoire de la facture d’orgue à travers les siècles, celle de l’orgue de l’église de l’Immaculée Conception, son fonctionnement, ses caractéristiques sonores illustrées par des morceaux du répertoire.",2026-09-19 14:00:00+02:00,2026-09-19 17:30:00+02:00,Eglise de l'IImmaculée Conception,Caluire-et-Cuire,place de l'eglise 69300 Caluire et Cuire,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
6930425,Visite du lycée du Parc et de la Cour d'Honneur,Visite du lycée du Parc,"Visite du lycée du Parc
-----------------------

Sur réservation uniquemeent, visites commentées à 14h, 15h et 16h, réalisées par les terminales de l'option histoire de l'art.  
Visite libre de la Cour d'Honneur du lycée",2026-09-19 14:00:00+02:00,2026-09-19 17:00:00+02:00,Lycée du Parc,Lyon,1 boulevard Anatole France 69006 LYON,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
22079887,Visite guidée du Lycée du Parc (Lyon),"La visite guidée du Lycée du Parc de Lyon sera assurée par des élèves de Première et de Terminale, suivant l'option ""Histoire de l'art"".","### La visite guidée du Lycée du Parc de Lyon sera assurée par des élèves de Première et de Terminale, suivant l'option ""Histoire de l'art"".

### Visite à 14h, 15h et 16h.

Inscription obligatoire.
------------------------",2026-09-19 14:00:00+02:00,2026-09-19 15:00:00+02:00,Lycée du Parc,Lyon,"1bd Anatole France, 69006 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
